Account Name,Website,Billing State/Province,Opportunity Owner,Close Date,Est. Annual Construction Volume Range,USD Total Delta ARR,# of Pipeline Opps,Entry Channel (Category)
Summit Sealants Inc,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fsummitsealants.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://summitsealants.com/ (New Window)"">https://summitsealants.com/</a>",CO,Anthony Oliveri,3/5/2024,10M-20M,"22,470.00",1,Inbound
Complete Industrial Coverage,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcompleteic.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://completeic.com (New Window)"">http://completeic.com</a>",AL,Jacob Mickle,3/5/2024,10M-20M,"41,742.00",1,Inbound
Kelley Construction Co. Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.Kelley-construction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.Kelley-construction.com (New Window)"">http://www.Kelley-construction.com</a>",KS,Bella Yaggie,3/4/2024,5M-10M,"20,496.78",5,Outbound
Artisan Partners,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fartisanpartners.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://artisanpartners.com (New Window)"">http://artisanpartners.com</a>",WI,Madison Tedesco,3/4/2024,10M-20M,"10,444.50",2,Outbound
"Inspection Experts, Inc (IEI)","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.ieinc.net%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.ieinc.net/ (New Window)"">http://www.ieinc.net/</a>",MD,Ashley Laden,3/4/2024,10M-20M,"16,116.00",3,Outbound
Pate Construction Company Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.pateconstruction.net%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.pateconstruction.net/ (New Window)"">http://www.pateconstruction.net/</a>",CO,Caoilinn Mcdonough,2/29/2024,20M-50M,"31,023.18",1,Outbound
EXM Group LLC,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fexmgroupllc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://exmgroupllc.com/ (New Window)"">https://exmgroupllc.com/</a>",NJ,Max Head,2/29/2024,Less than 5M,"7,437.00",2,Outbound
Birdwell/Peck Construction LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbirdwellpeck.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://birdwellpeck.com (New Window)"">http://birdwellpeck.com</a>",CA,Jason McNiff,2/29/2024,5M-10M,"15,952.25",1,Inbound
TirCon LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftircon.org%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://tircon.org (New Window)"">http://tircon.org</a>",NY,Lula Naranjo,2/29/2024,Less than 5M,"9,762.00",3,Inbound
JS Building Co,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fjsbuilding.net%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://jsbuilding.net (New Window)"">http://jsbuilding.net</a>",AL,Thomas Wright,2/29/2024,20M-50M,"13,696.11",1,Inbound
Sonoran Commercial & Residential Services LLC,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fsonoranconstructionllc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://sonoranconstructionllc.com/ (New Window)"">https://sonoranconstructionllc.com/</a>",AZ,Max Morgenson,2/29/2024,Less than 5M,"15,968.88",2,Inbound
Gervais Ventures,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgervaisventures.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://gervaisventures.com (New Window)"">http://gervaisventures.com</a>",FL,Thomas Wright,2/29/2024,20M-50M,"14,330.00",1,Outbound
A T Meridian Construction LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.atmeridian.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.atmeridian.com (New Window)"">http://www.atmeridian.com</a>",AZ,Max Morgenson,2/29/2024,20M-50M,"43,096.50",2,Inbound
Bayshore Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbayshoretex.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://bayshoretex.com (New Window)"">http://bayshoretex.com</a>",TX,Sean McGee,2/28/2024,Less than 5M,"11,190.70",2,Outbound
Wiseman Construction Co Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwisemancorp.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://wisemancorp.com/ (New Window)"">http://wisemancorp.com/</a>",WV,William Copa,2/28/2024,10M-20M,"24,925.00",1,Outbound
Unified Business Alliance,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fubacompanies.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://ubacompanies.com/ (New Window)"">https://ubacompanies.com/</a>",UT,Jonathan Hernandez,2/28/2024,100M-250M,"213,653.59",4,Inbound
Construct Inc.,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fskylineconstruction-nw.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://skylineconstruction-nw.com/ (New Window)"">https://skylineconstruction-nw.com/</a>",WA,Max Head,2/27/2024,10M-20M,"17,976.00",1,Inbound
"Backbone Infrastructure, LLC.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbackboneinfra.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://backboneinfra.com (New Window)"">http://backboneinfra.com</a>",GA,John Gullberg,2/27/2024,Less than 5M,"16,898.50",2,Inbound
"Construction Masters of Houston, Inc.","<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fcmhou.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://cmhou.com/ (New Window)"">https://cmhou.com/</a>",TX,Terence McNair,2/27/2024,10M-20M,"23,076.30",2,Outbound
Bastion Group,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.bastiongroupllc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.bastiongroupllc.com/ (New Window)"">https://www.bastiongroupllc.com/</a>",SC,William Copa,2/27/2024,Less than 5M,"8,500.00",2,Outbound
GOVSOLUTIONS,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgovsolutionsinc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://govsolutionsinc.com (New Window)"">http://govsolutionsinc.com</a>",VA,Jacob Mickle,2/27/2024,5M-10M,"11,905.00",2,Inbound
Sesuit Construction Management,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FNo%20Website%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://No Website (New Window)"">http://No Website</a>",MA,Austin Sims,2/26/2024,Less than 5M,"9,720.80",1,Referral
Plescia Construction & Development,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fplescia-cd.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://plescia-cd.com (New Window)"">http://plescia-cd.com</a>",NJ,Sean McGee,2/26/2024,10M-20M,"17,976.00",1,Inbound
"DRI, Inc","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fdrico.pro%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://drico.pro (New Window)"">http://drico.pro</a>",AL,Terence McNair,2/23/2024,5M-10M,"10,401.00",1,Inbound
Tillit,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.tillit.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.tillit.com (New Window)"">http://www.tillit.com</a>",WI,Caoilinn Mcdonough,2/23/2024,Less than 5M,"9,848.26",1,Inbound
"Coleman Goodemote Construction, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.colemangoodemote.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.colemangoodemote.com (New Window)"">http://www.colemangoodemote.com</a>",FL,Terence McNair,2/23/2024,10M-20M,"30,314.08",3,Outbound
Protec Construction Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.protec.build%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.protec.build/ (New Window)"">http://www.protec.build/</a>",DC,William Copa,2/23/2024,Less than 5M,"16,116.00",3,Outbound
GMD Construction,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fgmdbuilds.com%2Fhome%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://gmdbuilds.com/home (New Window)"">https://gmdbuilds.com/home</a>",IN,Terence McNair,2/23/2024,5M-10M,"10,785.60",2,Outbound
W. E Dentmon Construction Inc,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.wedentmonconst.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.wedentmonconst.com/ (New Window)"">https://www.wedentmonconst.com/</a>",FL,Jason McNiff,2/22/2024,Less than 5M,"29,321.66",1,Outbound
Vital Space,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.vitalspace.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.vitalspace.com/ (New Window)"">https://www.vitalspace.com/</a>",GA,Caoilinn Mcdonough,2/22/2024,5M-10M,"11,004.00",1,Inbound
"Advance Concrete, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.advanceconcreteca.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.advanceconcreteca.com (New Window)"">http://www.advanceconcreteca.com</a>",CA,Bella Yaggie,2/20/2024,Less than 5M,"4,000.00",1,Outbound
"Bounds Commercial Construction, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fboundscommercialconstruction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://boundscommercialconstruction.com (New Window)"">http://boundscommercialconstruction.com</a>",TX,Jacob Weaver,2/20/2024,10M-20M,"12,197.00",1,Outbound
"Nelcon, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fnelconinc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://nelconinc.com (New Window)"">http://nelconinc.com</a>",PA,Thomas Wright,2/20/2024,5M-10M,"15,055.00",2,Outbound
ELM Construction,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.elmconstruction.co%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.elmconstruction.co/ (New Window)"">https://www.elmconstruction.co/</a>",MT,William Copa,2/20/2024,5M-10M,"10,100.00",2,Outbound
Joesta Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fjoesta-construction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://joesta-construction.com (New Window)"">http://joesta-construction.com</a>",TX,Ashley Laden,2/16/2024,20M-50M,"21,801.00",2,Outbound
C.W. Dillon Builders,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.cwdillon.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.cwdillon.com/ (New Window)"">https://www.cwdillon.com/</a>",CA,Greg Jackey,2/15/2024,10M-20M,"13,909.00",2,Outbound
Waterman Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.watermangc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.watermangc.com (New Window)"">http://www.watermangc.com</a>",TX,DJ Ryder,2/15/2024,10M-20M,"21,763.98",3,Outbound
"Construction Admin Services, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcasi-ny.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://casi-ny.com (New Window)"">http://casi-ny.com</a>",NY,Ashley Laden,2/14/2024,10M-20M,"39,991.09",2,Outbound
"Slone Associates, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.sloneassoc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.sloneassoc.com (New Window)"">http://www.sloneassoc.com</a>",GA,Anthony Oliveri,2/14/2024,10M-20M,"10,000.00",6,Outbound
LNM Services,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.lnmbuilds.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.lnmbuilds.com (New Window)"">http://www.lnmbuilds.com</a>",AR,Javier Gutierrez,2/13/2024,5M-10M,"18,100.00",1,Inbound
"Fort Steuben Maintenance, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.oldfortsteuben.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.oldfortsteuben.com (New Window)"">http://www.oldfortsteuben.com</a>",OH,Anthony Oliveri,2/13/2024,10M-20M,"24,315.00",1,Inbound
Detroit Entertainment DBA MotorCity Casino - Hotel,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.motorcitycasino.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.motorcitycasino.com/ (New Window)"">https://www.motorcitycasino.com/</a>",MI,Madison Tedesco,2/12/2024,20M-50M,"12,616.37",1,Referral
ETC Construction Group LLC,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.etcmanagementinc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.etcmanagementinc.com/ (New Window)"">https://www.etcmanagementinc.com/</a>",NJ,Madison Tedesco,2/12/2024,10M-20M,"13,644.90",2,Inbound
Cash Properties LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcashpropllc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://cashpropllc.com (New Window)"">http://cashpropllc.com</a>",NM,Lula Naranjo,2/12/2024,5M-10M,"9,668.89",1,Inbound
"CMJR Construction, Inc. - HQ","<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.cmjrconstructioninc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.cmjrconstructioninc.com/ (New Window)"">https://www.cmjrconstructioninc.com/</a>",NV,Ashley Laden,2/9/2024,10M-20M,"12,869.00",2,Outbound
